2018;9;9;6;0;17.26;68.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.50;329.45;40.19;329.30;34.52;352.21;40.68;0;0.0;
2018;9;9;7;0;16.57;70.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.93;0.00;24.83;330.46;39.16;330.84;28.48;343.86;39.96;0;14.97;
2018;9;9;8;0;18.43;61.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;45.39;24.16;331.53;34.78;332.90;24.94;339.73;36.00;0.918;508.8;
2018;9;9;9;0;22.56;47.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;221.61;25.28;333.80;29.30;333.75;21.97;341.86;27.36;62.745;721.41;
2018;9;9;10;0;25.41;40.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;403.17;24.01;336.12;27.09;336.50;18.36;348.69;26.28;91.816;816.35;
2018;9;9;11;0;27.66;35.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;563.37;20.19;338.01;22.21;340.10;17.58;349.38;20.88;119.805;864.62;
2018;9;9;12;0;29.60;30.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;688.86;14.35;342.47;15.54;346.61;17.41;352.87;17.28;124.347;888.66;
2018;9;9;13;0;30.98;27.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;766.29;12.07;342.65;12.57;346.76;15.39;349.22;16.20;126.707;896.74;
2018;9;9;14;0;31.98;25.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;793.88;10.83;344.58;10.66;348.31;13.71;346.33;15.48;127.958;891.25;
2018;9;9;15;0;32.77;22.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;768.07;7.29;339.78;6.38;343.61;9.45;342.26;12.96;126.305;870.58;
2018;9;9;16;0;33.05;22.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;690.64;5.96;334.98;4.83;333.43;8.05;333.43;12.60;122.494;827.88;
2018;9;9;17;0;33.11;22.00;1014.30;0.00;0.00;0.00;0.00;16.00;0.00;0.00;16.00;49.79;558.92;5.48;336.80;4.10;322.13;7.70;322.59;12.96;116.275;744.56;
2018;9;9;18;0;32.82;22.00;1014.00;0.00;0.00;0.00;0.00;38.00;0.00;0.00;38.00;35.74;412.96;5.96;334.98;4.69;327.53;8.71;321.71;13.68;77.096;564.11;
2018;9;9;19;0;31.90;22.00;1014.20;0.00;0.00;0.00;0.00;41.00;0.00;0.00;41.00;33.83;236.74;6.03;342.65;5.15;335.22;9.89;326.89;14.40;15.427;101.41;
2018;9;9;20;0;30.15;25.00;1014.50;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;56.07;6.41;38.16;7.57;64.65;5.94;14.04;6.48;0.92;0.0;
2018;9;9;21;0;28.21;30.00;1015.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.39;32.47;14.84;50.91;10.31;24.78;14.76;0;0.0;
2018;9;9;22;0;26.41;33.00;1016.10;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;3.71;29.05;4.83;116.57;5.09;45.00;5.40;0;0.0;
2018;9;9;23;0;25.20;36.00;1016.90;0.00;0.00;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00;7.64;315.00;8.71;277.13;5.04;180.00;7.20;0;0.0;
2018;9;10;0;0;23.12;42.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.29;328.63;30.06;325.74;1.53;225.00;19.08;0;0.0;
2018;9;10;1;0;21.28;46.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.12;333.43;35.99;340.11;12.50;11.63;30.24;0;0.0;
2018;9;10;2;0;21.40;45.00;1017.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.97;325.01;37.42;329.98;24.07;338.04;33.12;0;0.0;
2018;9;10;3;0;20.63;47.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.57;326.06;37.75;325.10;28.55;346.14;31.68;0;0.0;
2018;9;10;4;0;19.79;49.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.09;329.04;38.77;328.67;25.86;343.84;38.16;0;0.0;
2018;9;10;5;0;18.66;54.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.71;329.93;38.48;332.72;25.62;342.84;39.96;0;0.0;
2018;9;10;6;0;17.76;58.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.85;331.11;38.33;331.99;33.27;346.87;39.24;0;0.0;
2018;9;10;7;0;16.52;62.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.00;0.00;23.04;331.03;38.48;333.91;27.36;327.36;39.24;0;11.26;
2018;9;10;8;0;18.74;54.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;43.61;24.08;328.45;35.60;331.62;27.23;335.81;29.88;0.953;505.43;
2018;9;10;9;0;22.41;43.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;220.72;25.77;331.65;31.24;332.55;28.58;340.88;33.84;70.753;720.8;
2018;9;10;10;0;25.56;36.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;404.06;24.15;333.43;25.45;334.89;31.82;338.08;28.08;109.709;816.57;
2018;9;10;11;0;27.80;31.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;565.15;20.45;333.89;20.47;336.14;32.11;340.35;22.32;110.924;865.12;
2018;9;10;12;0;29.58;26.00;1017.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;691.53;16.58;332.88;16.42;334.00;21.10;334.75;19.44;128.419;889.26;
2018;9;10;13;0;31.00;23.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;769.85;14.02;330.80;13.53;331.39;17.55;334.49;19.08;129.388;897.32;
2018;9;10;14;0;32.18;20.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;800.11;12.24;331.93;11.44;331.82;15.29;333.43;16.56;130.188;891.71;
2018;9;10;15;0;32.62;26.00;1015.90;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;53.62;731.58;4.90;287.10;5.51;281.31;8.59;303.02;11.52;125.578;870.76;
2018;9;10;16;0;33.03;24.00;1015.50;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;53.62;640.80;7.21;272.86;7.20;270.00;9.50;294.62;12.96;123.635;827.49;
2018;9;10;17;0;33.27;22.00;1015.30;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;59.36;548.24;7.21;267.14;7.57;267.27;9.35;285.64;14.04;116.822;742.8;
2018;9;10;18;0;32.89;22.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;405.84;8.31;265.03;9.36;270.00;10.74;283.57;16.20;95.911;558.32;
2018;9;10;19;0;31.62;24.00;1014.90;0.00;0.00;0.00;0.00;1.50;5.00;0.00;0.00;59.04;227.84;7.86;254.05;9.42;263.42;9.83;278.43;9.36;52.137;86.36;
2018;9;10;20;0;29.15;29.00;1014.90;0.00;0.00;0.00;0.00;10.20;34.00;0.00;0.00;47.09;55.18;6.49;176.82;8.64;180.00;6.41;218.16;5.76;3.586;0.0;
2018;9;10;21;0;24.47;38.00;1016.00;0.00;0.00;0.00;0.00;23.40;78.00;0.00;0.00;0.00;0.00;12.96;90.00;25.20;90.00;21.92;132.34;20.52;0;0.0;
2018;9;10;22;0;23.57;40.00;1017.30;0.00;0.00;0.00;0.00;2.70;9.00;0.00;0.00;0.00;0.00;6.03;72.65;10.37;110.32;16.99;126.38;11.16;0;0.0;
2018;9;10;23;0;22.96;41.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.90;342.90;1.30;236.31;11.66;98.88;9.72;0;0.0;
2018;9;11;0;0;22.86;44.00;1018.50;0.00;0.00;0.00;0.00;3.60;12.00;0.00;0.00;0.00;0.00;9.00;323.13;9.00;306.87;8.16;131.42;10.08;0;0.0;
2018;9;11;1;0;20.45;45.00;1018.40;0.00;0.00;0.00;0.00;3.90;13.00;0.00;0.00;0.00;0.00;11.92;334.98;17.57;314.17;2.19;170.54;10.08;0;0.0;
2018;9;11;2;0;19.92;48.00;1019.00;0.00;0.00;0.00;0.00;6.30;21.00;0.00;0.00;0.00;0.00;15.32;336.45;27.94;338.06;4.90;252.90;24.12;0;0.0;
2018;9;11;3;0;19.18;46.00;1019.30;0.00;0.00;0.00;0.00;80.00;100.00;80.00;0.00;0.00;0.00;19.08;328.11;32.55;330.88;8.40;329.04;16.92;0;0.0;
2018;9;11;4;0;18.15;49.00;1019.00;0.00;0.00;0.00;0.00;11.40;38.00;0.00;0.00;0.00;0.00;22.73;330.59;39.15;335.56;12.78;350.27;37.44;0;0.0;
2018;9;11;5;0;17.02;51.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.86;333.84;39.48;335.77;23.01;339.86;28.80;0;0.0;
2018;9;11;6;0;17.00;51.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.19;332.24;39.00;336.04;20.18;344.48;35.28;0;0.0;
2018;9;11;7;0;16.97;52.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;51.08;0.00;22.91;329.81;38.65;334.63;22.31;349.78;37.08;0;8.12;
2018;9;11;8;0;18.57;49.00;1020.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;41.83;22.42;330.14;36.06;333.95;33.48;360.00;33.12;0.938;501.96;
2018;9;11;9;0;22.26;41.00;1020.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;218.05;23.53;330.69;25.81;329.86;24.72;343.94;29.88;67.033;720.16;
2018;9;11;10;0;25.02;35.00;1021.00;0.00;0.00;0.00;0.00;1.80;6.00;0.00;0.00;58.85;405.84;22.38;334.26;24.20;337.25;24.63;344.74;24.84;106.047;816.76;
2018;9;11;11;0;27.38;30.00;1020.20;0.00;0.00;0.00;0.00;1.80;6.00;0.00;0.00;58.85;561.59;19.81;340.91;20.97;344.05;26.58;351.43;20.16;122.561;865.62;
2018;9;11;12;0;29.23;26.00;1019.60;0.00;0.00;0.00;0.00;47.00;49.00;47.00;0.00;30.00;676.40;17.08;341.57;16.62;342.35;20.43;345.72;20.52;127.24;889.85;
2018;9;11;13;0;30.56;24.00;1018.60;0.00;0.00;0.00;0.00;46.00;46.00;46.00;0.00;30.64;740.48;15.48;342.41;15.48;342.41;19.14;343.61;21.60;128.237;897.89;
2018;9;11;14;0;31.00;23.00;1017.50;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;728.91;14.49;345.62;14.84;345.96;18.45;342.98;21.60;107.701;892.15;
2018;9;11;15;0;31.99;25.00;1017.70;0.00;0.00;0.00;0.00;10.00;19.00;10.00;10.00;53.62;730.69;8.91;345.96;8.91;345.96;11.77;336.57;16.56;102.392;870.93;
2018;9;11;16;0;31.77;23.00;1017.30;0.00;0.00;0.00;0.00;100.00;100.00;100.00;10.00;0.00;614.10;9.39;327.53;9.29;324.46;11.89;324.87;19.08;63.569;827.06;
2018;9;11;17;0;31.18;23.00;1017.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;10.00;0.00;347.10;11.30;329.35;11.79;328.74;14.58;327.09;20.88;53.189;740.98;
2018;9;11;18;0;30.39;24.00;1016.90;0.00;0.00;0.00;0.00;100.00;100.00;100.00;10.00;0.00;199.36;14.44;4.29;16.30;6.34;16.45;349.92;18.36;18.368;552.3;
2018;9;11;19;0;29.12;28.00;1017.30;0.00;0.00;0.00;0.00;100.00;70.00;100.00;10.00;0.00;116.59;17.03;13.45;21.25;10.74;23.44;356.48;16.92;11.027;71.76;
2018;9;11;20;0;25.12;33.00;1017.40;0.00;0.00;0.00;0.00;65.00;6.00;65.00;0.00;15.80;45.39;13.28;12.53;24.03;16.53;29.89;358.62;23.04;2.981;0.0;
2018;9;11;21;0;22.83;39.00;1018.00;0.00;0.00;0.00;0.00;75.00;0.00;75.00;10.00;0.00;0.00;14.04;360.00;24.54;22.43;30.32;4.09;24.12;0;0.0;
2018;9;11;22;0;21.38;43.00;1019.00;0.00;0.00;0.00;0.00;22.00;0.00;22.00;0.00;0.00;0.00;15.65;336.97;22.61;350.84;28.05;8.86;24.48;0;0.0;
2018;9;11;23;0;20.55;42.00;1019.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.02;330.52;30.45;335.56;24.61;20.56;29.16;0;0.0;
2018;9;12;0;0;19.47;41.00;1020.00;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;0.00;0.00;21.30;329.53;35.90;333.18;30.40;18.65;33.48;0;0.0;
2018;9;12;1;0;18.64;43.00;1020.00;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;0.00;0.00;24.20;329.62;39.30;331.56;41.22;25.89;37.80;0;0.0;
2018;9;12;2;0;18.29;43.00;1019.90;0.00;0.00;0.00;0.00;1.80;6.00;0.00;0.00;0.00;0.00;24.58;328.17;39.39;329.22;44.63;24.29;37.80;0;0.0;
2018;9;12;3;0;17.14;50.00;1020.20;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;23.85;331.11;37.55;330.73;36.95;35.08;39.96;0;0.0;
2018;9;12;4;0;16.12;56.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.97;335.28;39.95;335.51;19.35;43.49;39.96;0;0.0;
2018;9;12;5;0;15.84;58.00;1020.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.97;335.28;40.43;335.26;9.42;43.45;39.60;0;0.0;
2018;9;12;6;0;15.35;61.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.99;334.20;39.33;336.25;5.04;90.00;38.88;0;0.0;
2018;9;12;7;0;15.63;61.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.15;0.00;24.80;332.32;43.02;335.79;8.09;122.28;39.60;0;5.57;
2018;9;12;8;0;17.36;55.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;40.05;25.19;329.04;41.87;334.54;7.07;104.74;39.60;0.769;498.4;
2018;9;12;9;0;21.48;44.00;1020.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;214.49;26.12;330.26;30.77;331.34;4.69;94.40;31.32;61.377;719.5;
2018;9;12;10;0;24.71;36.00;1021.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;396.94;21.90;334.70;26.00;338.05;1.08;90.00;18.00;105.948;816.95;
2018;9;12;11;0;27.16;30.00;1020.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;558.03;12.07;333.43;12.90;337.01;1.30;326.31;14.04;123.406;866.11;
2018;9;12;12;0;28.40;27.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;683.52;1.48;284.04;1.48;284.04;1.08;360.00;10.08;128.414;890.44;
2018;9;12;13;0;29.34;25.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;760.95;2.41;153.43;2.10;149.04;1.08;90.00;11.88;130.921;898.46;
2018;9;12;14;0;29.86;24.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;788.54;4.10;142.13;3.56;135.00;2.97;104.04;12.60;86.642;892.59;
2018;9;12;15;0;30.05;24.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;760.06;4.61;128.66;3.62;95.71;3.22;116.57;11.16;95.099;871.08;
2018;9;12;16;0;30.19;24.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;680.85;4.80;102.99;4.74;81.25;3.62;95.71;11.88;53.765;826.61;
2018;9;12;17;0;29.98;25.00;1017.70;0.00;0.00;0.00;0.00;2.00;0.00;0.00;2.00;58.72;557.14;5.86;100.62;5.76;90.00;5.05;94.09;15.48;73.421;739.08;
2018;9;12;18;0;29.37;26.00;1017.10;0.00;0.00;0.00;0.00;3.00;0.00;0.00;3.00;58.09;401.39;7.63;109.29;7.42;104.04;5.94;104.04;16.56;68.533;546.05;
2018;9;12;19;0;28.22;29.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;220.72;10.69;122.62;12.10;120.38;9.59;124.29;17.28;34.535;57.82;
2018;9;12;20;0;24.34;36.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.57;40.94;11.50;110.14;22.08;114.06;12.48;136.17;17.28;1.53;0.0;
2018;9;12;21;0;22.47;41.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.89;100.49;21.90;115.30;15.31;138.81;14.76;0;0.0;
2018;9;12;22;0;21.64;42.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.13;86.63;12.41;119.54;19.09;135.76;11.52;0;0.0;
2018;9;12;23;0;20.68;46.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.90;43.15;11.25;82.65;14.51;150.26;9.00;0;0.0;
2018;9;13;0;0;19.82;52.00;1018.30;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;0.00;0.00;8.40;43.26;14.06;92.94;12.10;143.47;10.80;0;0.0;
2018;9;13;1;0;19.80;55.00;1018.40;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;0.00;0.00;4.39;55.01;8.71;119.74;15.79;133.15;11.16;0;0.0;
2018;9;13;2;0;19.52;56.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.14;288.43;3.32;167.47;17.31;135.00;6.84;0;0.0;
2018;9;13;3;0;18.98;55.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.64;315.00;5.86;312.51;15.79;136.85;7.56;0;0.0;
2018;9;13;4;0;17.35;59.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.81;322.43;16.60;319.40;10.80;143.13;11.16;0;0.0;
2018;9;13;5;0;17.03;61.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.88;333.43;18.63;318.92;5.60;135.00;16.92;0;0.0;
2018;9;13;6;0;16.52;61.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.84;338.68;17.40;335.56;3.32;102.53;17.64;0;0.0;
2018;9;13;7;0;15.85;64.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.22;0.00;15.98;337.48;27.10;343.01;3.05;45.00;19.80;0;3.58;
2018;9;13;8;0;17.22;56.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;38.27;17.07;332.35;31.88;334.59;5.09;351.87;26.28;0.581;494.74;
2018;9;13;9;0;21.41;41.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;210.93;16.49;328.39;20.38;327.99;5.01;338.96;19.80;63.371;718.81;
2018;9;13;10;0;24.22;37.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;393.38;9.83;331.56;10.46;333.43;4.33;355.24;10.80;107.484;817.13;
2018;9;13;11;0;25.93;34.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;552.69;0.00;180.00;0.36;180.00;2.97;345.96;7.20;123.221;866.6;
2018;9;13;12;0;27.13;32.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;677.29;4.51;151.39;4.51;151.39;1.30;123.69;4.68;125.956;891.02;
2018;9;13;13;0;28.04;30.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;753.83;7.39;133.03;6.92;128.66;5.00;120.26;9.72;85.8;899.02;
2018;9;13;14;0;28.69;29.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;781.42;8.50;126.38;7.24;116.57;7.24;116.57;10.80;80.305;893.02;
2018;9;13;15;0;29.39;27.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;754.72;7.99;144.16;6.70;143.75;6.64;130.60;7.56;115.12;871.22;
2018;9;13;16;0;29.69;27.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;676.40;8.53;152.35;8.85;153.43;7.79;146.31;12.24;118.298;826.13;
2018;9;13;17;0;29.60;27.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;550.91;9.18;154.44;8.53;152.35;8.71;150.26;13.32;96.844;737.12;
2018;9;13;18;0;29.19;28.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;390.71;10.23;140.71;9.69;138.01;10.30;143.53;14.40;49.896;539.56;
2018;9;13;19;0;28.24;29.00;1013.30;0.00;0.00;0.00;0.00;54.00;0.00;0.00;54.00;25.53;213.60;11.75;139.97;12.60;143.13;12.59;149.04;17.64;33.392;44.84;
2018;9;13;20;0;26.35;32.00;1013.10;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;40.05;13.61;127.48;22.98;125.43;20.75;141.34;20.52;2.685;0.0;
2018;9;13;21;0;23.11;39.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.83;105.42;21.58;117.85;23.05;141.34;16.92;0;0.0;
2018;9;13;22;0;21.94;42.00;1014.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.52;83.66;13.20;115.87;18.53;155.92;12.96;0;0.0;
2018;9;13;23;0;20.81;46.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.41;38.16;7.42;104.04;14.66;155.32;11.16;0;0.0;
2018;9;14;0;0;20.20;48.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.92;27.90;6.88;96.01;14.51;156.61;6.84;0;0.0;
2018;9;14;1;0;19.79;51.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.74;8.75;5.96;115.02;13.53;154.80;6.48;0;0.0;
2018;9;14;2;0;19.47;53.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.90;323.97;2.88;180.00;10.63;151.70;5.76;0;0.0;
2018;9;14;3;0;19.07;57.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.93;320.53;3.71;299.05;6.95;158.75;3.96;0;0.0;
2018;9;14;4;0;18.15;60.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.39;327.53;7.90;329.93;3.96;180.00;6.12;0;0.0;
2018;9;14;5;0;17.75;58.00;1014.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.34;332.45;9.22;321.34;2.31;231.34;7.92;0;0.0;
2018;9;14;6;0;17.36;59.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.20;329.42;10.20;312.14;2.55;261.87;9.72;0;0.0;
2018;9;14;7;0;16.51;61.00;1014.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.29;0.00;10.88;325.78;15.79;313.15;3.24;270.00;11.16;0;2.12;
2018;9;14;8;0;18.65;53.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;36.49;12.48;326.77;18.34;316.59;5.12;309.29;17.28;0.702;490.98;
2018;9;14;9;0;22.25;45.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;208.26;11.59;323.84;14.19;324.29;7.13;315.00;13.32;57.64;718.09;
2018;9;14;10;0;25.29;40.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;389.82;9.09;326.31;8.71;330.26;8.94;319.90;11.16;107.835;817.29;
2018;9;14;11;0;27.66;34.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;550.02;4.39;325.01;3.22;333.43;11.38;325.30;8.28;122.171;867.07;
2018;9;14;12;0;29.47;31.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;662.16;1.44;270.00;1.30;236.31;4.84;318.01;6.12;122.597;891.59;
2018;9;14;13;0;30.85;27.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;751.16;3.42;251.57;3.55;246.04;5.99;302.74;8.28;124.668;899.57;
2018;9;14;14;0;31.73;24.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;778.75;4.84;228.01;4.58;225.00;5.04;270.00;6.48;125.841;893.44;
2018;9;14;15;0;31.80;22.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;751.16;5.40;180.00;4.33;184.76;5.15;204.78;9.36;106.776;871.34;
2018;9;14;16;0;32.08;23.00;1012.60;0.00;0.00;0.00;0.00;51.00;12.00;0.00;51.00;27.45;664.83;6.29;193.24;5.80;187.13;6.12;208.07;9.36;118.736;825.61;
2018;9;14;17;0;31.24;25.00;1012.40;0.00;0.00;0.00;0.00;100.00;18.00;0.00;100.00;0.00;406.73;6.12;270.00;5.05;274.09;5.80;277.13;8.28;112.817;735.08;
2018;9;14;18;0;30.87;26.00;1012.40;0.00;0.00;0.00;0.00;100.00;14.00;0.00;100.00;0.00;245.64;14.69;306.03;18.16;309.37;17.71;307.57;14.76;79.538;532.82;
2018;9;14;19;0;30.30;27.00;1012.70;0.00;0.00;0.00;0.00;100.00;7.00;0.00;100.00;0.00;174.44;16.39;289.23;20.61;289.38;21.76;286.34;16.92;29.865;33.09;
2018;9;14;20;0;25.08;41.00;1013.00;0.00;0.00;0.00;0.00;6.00;0.00;0.00;6.00;43.34;34.71;12.26;273.37;19.44;268.94;19.97;297.95;20.52;1.806;0.0;
2018;9;14;21;0;23.43;45.00;1013.30;0.00;0.00;0.00;0.00;24.00;0.00;0.00;24.00;0.00;0.00;12.64;289.98;20.52;285.26;28.82;290.47;22.32;0;0.0;
2018;9;14;22;0;23.52;47.00;1014.10;0.00;0.00;0.00;0.00;100.00;2.00;0.00;100.00;0.00;0.00;14.69;306.03;19.47;303.69;24.27;324.66;16.92;0;0.0;
2018;9;14;23;0;22.06;53.00;1014.70;0.00;0.00;0.00;0.00;4.20;14.00;0.00;3.00;0.00;0.00;13.00;318.37;24.95;316.17;24.14;342.65;13.32;0;0.0;
2018;9;15;0;0;22.15;52.00;1015.10;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;12.39;324.46;23.90;322.96;23.67;333.82;15.48;0;0.0;
